120 240
1 :7.15231788079470210  240 :3.75316629535813462  
25138 :9.93896298104800557  25377 :4.33057649464400196  25136 :3.00881984923856338  24897 :5.64806054872280061  
25139 :4.00677510910367118  25378 :8.20215460676900499  25137 :8.50032044434949796  24898 :1.86101870784630874  
25140 :5.29465620899075251  25379 :0.59114352855006558  25138 :4.46821497238074894  24899 :8.86501663258766470  
25141 :6.61122470778527216  25380 :8.50672933133945719  25139 :8.58546708578752948  24900 :2.55287331766716497  
25142 :8.54213080233161470  25381 :0.39063692129276406  25140 :9.92248298593096756  24901 :7.51487777336954821  
25143 :6.91213721121860392  25382 :4.98519852290414178  25141 :8.60774559770500858  24902 :9.30906094546342366  
25144 :2.21991637928403573  25383 :4.27533799249244684  25142 :3.23953978087710182  24903 :3.47148045289468055  
25145 :8.85830256050294551  25384 :7.08120975371562889  25143 :6.36768700216681438  24904 :0.32746360667744989  
25146 :6.93044831690420260  25385 :4.85366374706259318  25144 :3.35123752555925147  24905 :9.66521195104831143  
25147 :4.48011719107638751  25386 :6.24195074312570597  25145 :4.90798669392986842  24906 :4.33484908597064145  
25148 :2.93954283272804950  25387 :1.99163792840357678  25146 :8.66908780175176297  24907 :6.83889278847621096  
25149 :3.61705374309518701  25388 :6.73818170720542042  25147 :0.04913480025635548  24908 :7.96868800927762688  
25150 :8.02941984313486046  25389 :9.25687429425946817  25148 :7.74651326029236742  24909 :1.55796990874965657  
25151 :9.89471114230780913  25390 :7.73369548631244808  25149 :4.18164616840113545  24910 :4.41084017456587407  
25152 :1.59916989654225294  25391 :1.61503952146977148  25150 :6.19403668324838996  24911 :5.46708578753013708  
25153 :2.94900357066560881  25392 :6.60695211645863179  25151 :6.30237739188818047  24912 :3.27036347544785899  
25154 :5.01785332804345874  25393 :4.37513351847895748  25152 :9.84405041657765523  24913 :5.79790643024994701  
25155 :6.90603350932340465  25394 :3.52092043824579592  25153 :8.30622272408215601  24914 :1.71636097293008216  
25156 :8.22382274849696415  25395 :3.38419751579332884  25154 :4.16211432233649692  24915 :7.12698751792962426  
25157 :5.10605182042908989  25396 :7.24356822412793377  25155 :7.52250740073854818  24916 :6.85995056001464931  
25158 :2.57820368053224280  25397 :6.47297585985900437  25156 :9.91515854365672844  24917 :4.38337351603747649  
25159 :1.08096560563982047  25398 :2.21686452833643610  25157 :5.50675984984893319  24918 :9.38779869991149596  
25160 :9.96673482467116223  25399 :6.15070039979247429  25158 :5.08102664265877291  24919 :7.10745567186498572  
25161 :5.78173162022766807  25400 :6.87978759117404692  25159 :3.07779168065431685  24920 :8.44508194219794284  
25162 :8.14844203009124968  25401 :3.55143894772179314  25160 :3.01614429151280250  24921 :4.95742667928098424  
25163 :1.05288857692190319  25402 :3.23465681936094240  25161 :1.60679952391125225  24922 :7.76818140202032570  
25164 :2.36030152287362283  25403 :3.62926114688558599  25162 :6.86819055757316832  24923 :4.46790978728598898  
25165 :9.36155278176213912  25404 :7.67235328226569457  25163 :0.55848872341074862  24924 :3.06680501724295773  
25166 :3.16812646870326864  25405 :1.60161137730033265  25164 :0.23926511429181799  24925 :7.05771050141911083  
25167 :9.77141636402478042  25406 :3.03781243324076033  25165 :1.27719962157048239  24926 :0.65797906430249942  
25168 :0.56672872096926785  25407 :0.64790795617542041  25166 :4.10168767357402242  24927 :8.28730124820703828  
25169 :0.17120883816034424  25408 :1.95440534684286016  25167 :7.02841273232215347  24928 :7.34794152653584387  
25170 :4.33271279030732170  25409 :0.85177159947508163  25168 :9.96124149296548289  24929 :8.36664937284463051  
25171 :5.75151829584643082  25410 :1.39133884701071198  25169 :9.28617206335642642  24930 :1.56468398083437599  
25172 :0.62562944425794242  25411 :9.39878536332285464  25170 :9.26999725333414659  24931 :3.91338847010711977  
25173 :3.72936185796685704  25412 :8.48567155980101973  25171 :0.27283547471541492  24932 :5.74266792809839188  
25174 :4.84023560289315480  25413 :2.01910458693197414  25172 :9.09329508346812254  24933 :0.96072267830439162  
25175 :4.32660908841212155  25414 :7.61070589312418022  25173 :1.74901577806939912  24934 :9.95300149540696388  
25176 :0.70650349436933502  25415 :5.68590350047303694  25174 :4.02050843836787042  24935 :9.21445356608783150  
25177 :7.99523911252174457  25416 :8.69960631122775929  25175 :0.05096591082491531  24936 :6.78792687765129532  
25178 :5.64348277230140116  25417 :2.55806146427808478  25176 :4.33271279030732170  24937 :7.56126590777306440  
25179 :8.89492477187414110  25418 :6.81203650013733331  25177 :7.38059633167516083  24938 :7.49351481673635078  
25180 :2.35786004211554312  25419 :5.17777031769768392  25178 :0.41261024811548203  24939 :0.82705160679952394  
25181 :4.61897640919217523  25420 :2.95724356822412782  25179 :9.34415723136082121  24940 :9.35239722891934022  
25182 :6.69850764488662342  25421 :2.91268654438917185  25180 :3.41196935941648594  24941 :7.78405102694784379  
25183 :2.17139194921720025  25422 :6.16260261848811286  25181 :8.74172185430463600  24942 :4.31562242500076287  
25184 :1.75634022034363846  25423 :9.65544602801599083  25182 :2.16437269203772109  24943 :0.40864284188360239  
25185 :0.19287697988830227  25424 :6.79464094973601451  25183 :5.60563982055116394  24944 :8.88698995941038206  
25186 :8.21588793603320333  25425 :2.76467177343058568  25184 :6.34876552629169577  24945 :4.38947721793267576  
25187 :7.43827631458479566  25426 :1.12949003570665618  25185 :3.49070711386455867  24946 :5.25437177648243647  
25188 :0.95767082735679188  25427 :3.26334421826837984  25186 :5.90441602832117685  24947 :0.88503677480391862  
25189 :7.50114444410534986  25428 :7.17368083742790041  25187 :2.01239051484725495  24948 :3.67381817072054195  
25190 :1.90954313791314423  25429 :7.28354747154148985  25188 :6.69515060884426383  24949 :9.53245643482772387  
25191 :9.79277932065797962  25430 :1.73253578295236066  25189 :5.63554795983764123  24950 :6.10217596972563836  
25192 :9.14761803033539778  25431 :8.76003295999023379  25190 :2.42164372692037722  24951 :2.70271919919431136  
25193 :6.76747947630237778  25432 :8.73256630146183710  25191 :8.71395001068147756  24952 :1.07852412488174076  
25194 :2.24768822290719328  25433 :3.37778862880336916  25192 :2.78878139591662322  24953 :1.01168858912930681  
25195 :7.39982299264503940  25434 :8.79055146946623189  25193 :6.77938169499801635  24954 :9.85900448622089343  
25196 :3.88897366252632226  25435 :3.76598406933805352  25194 :7.91558580278939150  24955 :0.07629627368999298  
25197 :6.90939054536576425  25436 :0.03387554551835689  25195 :4.08154545731986484  24956 :3.79772331919309059  
25198 :7.70256660664693094  25437 :5.94409009063997296  25196 :9.00296029541917164  24957 :8.52229377117221532  
25199 :2.73964659566026780  25438 :0.17303994872890407  25197 :7.37510299996948149  24958 :2.98104800561540584  
25439 :2.37495040742210151  25198 :7.01620532853175494  24959 :5.24491103854487761  
25201 :7.24143192846461403  25440 :6.78365428632465584  24960 :9.81841486861781654  
25202 :5.95995971556749193  25441 :6.11011078218939829  25200 :1.99926755577257609  24961 :4.11694692831202147  
25203 :6.99514755699331658  25442 :9.90173039948728828  25201 :3.85998107852412486  24962 :7.05221716971343149  
25204 :7.97143467513046655  25443 :1.63212988677632986  25202 :2.67708365123447356  24963 :4.60768456068605570  
25205 :5.17899105807672377  25444 :4.70198675496688701  25203 :6.44001586962492745  24964 :3.24961088900418105  
25206 :2.91665395062105182  25445 :0.12634662923062837  25204 :5.36851100192266628  24965 :7.52006591998046847  
25207 :6.95913571581164003  25446 :7.38303781243324053  25205 :5.62425611133152259  24966 :0.14862514114810632  
25208 :0.46601763969847715  25447 :7.93328653828547026  25206 :4.99588000122074050  24967 :6.25202185125278476  
25209 :7.64763328959013666  25448 :5.48234504226813524  25207 :8.36878566850795025  24968 :8.16980498672444888  
25210 :5.49150059511093502  25449 :2.03985717337565253  25208 :5.79363383892330663  24969 :2.51411481063264874  
25211 :8.87295144505142375  25450 :3.84411145359660633  25209 :0.96224860377819144  24970 :5.98590044862208970  
25212 :9.35453352458265996  25451 :6.21173741874446872  25210 :2.91055024872585211  24971 :1.52317880794701987  
25213 :2.99020355845820474  25452 :1.37577440717795341  25211 :8.75209814752647475  24972 :1.34434034241767630  
25214 :7.44651631214331466  25453 :8.37549974059266944  25212 :0.26184881130405591  24973 :8.44935453352458232  
25215 :3.74980925931577502  25454 :9.05697805719168691  25213 :2.12042603839228505  24974 :3.13669240394299154  
25216 :2.97830133976256617  25455 :9.25229651783806872  25214 :4.62965788750877394  24975 :6.10889004181035755  
25217 :3.20688497573778486  25456 :9.19583727530747375  25215 :8.71303445539719768  24976 :4.71694082461012609  
25218 :7.01742606891079479  25457 :2.24005859553819375  25216 :6.01519821771904617  24977 :3.91308328501235980  
25219 :4.88876003295998984  25458 :5.93798638874477369  25217 :1.91198461867122416  24978 :8.47499008148442101  
25220 :4.77828302865688048  25459 :4.54664754173406127  25218 :4.24024170659505018  24979 :8.06024353770561852  
25221 :3.20719016083254482  25460 :7.02444532609027394  25219 :5.56627094332712780  24980 :1.65501876888332777  
25222 :8.16156498916592987  25461 :9.57304605243079898  25220 :1.79906613361003442  24981 :2.98226874599444569  
25223 :9.12350840784936068  25462 :6.79830317087313496  25221 :4.96566667683950325  24982 :3.42600787377544469  
25224 :4.54237495040742179  25463 :0.54383983886226994  25222 :2.95876949369792763  24983 :4.04065065462202799  
25225 :2.06152531510361037  25464 :0.46357615894039733  25223 :4.06842249824518554  24984 :3.20261238441114537  
25226 :1.80974761192663358  25465 :5.39445173497726405  25224 :9.11252174443800200  24985 :1.47068697164830464  
25227 :8.07306131168553698  25466 :9.59349345377971652  25225 :8.97732474745933473  24986 :0.21515549180578020  
25228 :9.65605639820551076  25467 :2.89956358531449343  25226 :0.37965025788140505  24987 :5.57817316202276725  
25229 :4.25000762962736900  25468 :8.88607440412610217  25227 :7.66685995056001435  24988 :4.32996612445448203  
25230 :7.11508529923398569  25469 :0.05829035309915464  25228 :3.45896786400952161  24989 :3.18216498306222739  
25231 :9.39146092104861552  25470 :4.17371135593737641  25229 :5.95873897518845208  24990 :8.11914426099429321  
25232 :6.35242774742881533  25471 :0.72664571062349315  25230 :5.72771385845515280  24991 :5.31296731467635119  
25233 :0.91341898861659598  25472 :1.68156987212744524  25231 :9.75035859248634296  24992 :0.18189031647694326  
25234 :2.70332956938383129  25473 :5.50004577776421399  25232 :5.59556871242408516  24993 :6.15680410168767356  
25235 :8.01782280953398185  25474 :8.53389080477309570  25233 :3.48857081820123893  24994 :9.71495712149418544  
25236 :0.96224860377819144  25475 :2.84524063844721820  25234 :9.10489211706900292  24995 :3.24961088900418105  
25237 :1.10202337717825860  25476 :4.51185644093142457  25235 :4.89913632618182948  24996 :2.33069856868190550  
25238 :7.92291024506363151  25477 :1.48564104129154329  25236 :2.78298287911618392  24997 :8.92452772606585931  
25239 :7.42667928098391705  25478 :5.06302072206793419  25237 :5.96148564104129175  24998 :7.13064973906674382  
25240 :1.16458632160405284  25479 :4.03180028687398906  25238 :2.74330881679738781  24999 :3.00485244300668342  
25241 :3.02652058473464169  25480 :5.55681020538956894  25239 :0.13550218207342754  25000 :5.02304147465437811  
25242 :4.09466841639454326  25481 :1.86498611407818848  25240 :0.03662221137119663  25001 :6.75252540665913870  
25243 :0.87740714743491932  25482 :6.79494613483077448  25241 :5.83910641804254293  25002 :8.29493087557603737  
25244 :7.23532822656941477  25483 :1.27048554948576320  25242 :2.25379192480239254  25003 :8.05963316751609860  
25245 :5.30838953825495174  25484 :1.76610614337595750  25243 :6.17267372661519254  25004 :1.43131809442426827  
25246 :5.76311532944730942  25485 :0.81942197943052464  25244 :1.37546922208319344  25005 :7.89696951200903374  
25247 :2.66548661763359496  25486 :3.65764336069826346  25245 :4.89852595599230956  25006 :3.18704794457838680  
25248 :3.29813531907101654  25487 :0.00213629566331980  25246 :7.87591174047059539  25007 :8.00744651631214310  
25249 :8.22809533982360364  25488 :5.10940885647145038  25247 :8.66512039551988344  25008 :9.90539262062440784  
25250 :1.94372386852626122  25489 :9.11191137424848208  25248 :1.07181005279702135  25009 :9.85198522904141427  
25251 :9.37040314951017805  25490 :8.72463148899807805  25249 :5.48417615283669502  25010 :0.08819849238563189  
25252 :8.57478560747093077  25491 :0.37507248146000549  25250 :5.72771385845515280  25011 :4.80513931699575814  
25253 :4.97695852534562189  25492 :8.82534257026886770  25251 :9.45860164189580921  25012 :0.21851252784813990  
25254 :7.37632374034852134  25493 :0.33753471480452896  25252 :4.90279854731894904  25013 :5.60014648884548460  
25255 :1.10660115359965827  25494 :4.46241645558030964  25253 :1.75634022034363846  25014 :1.82866908780175175  
25256 :8.63399151585436542  25495 :3.49436933500167868  25254 :9.05697805719168691  25015 :9.02371288186284914  
25257 :2.90627765739921262  25496 :3.67198706015198217  25255 :7.84051026947843877  25016 :9.82177190466017613  
25258 :3.77208777123325278  25497 :7.17429120761742034  25256 :1.39835810419019135  25017 :9.86236152226325302  
25259 :2.77504806665242487  25498 :8.98342844935453400  25257 :0.94210638752403331  25018 :2.04077272865993242  
25260 :6.64296395764030922  25499 :7.67204809717093461  25258 :9.48973052156132724  25019 :6.09637745292519906  
25261 :4.77828302865688048  25500 :4.17737357707449597  25259 :1.78960539567247534  25020 :0.09063997314371167  
25262 :1.06570635090182186  25501 :7.63084810937833780  25260 :3.09366130558183539  25021 :5.34714804528946797  
25263 :5.31113620410779141  25502 :2.29377117221594906  25261 :4.58449049348429849  25022 :1.40720847193823051  
25264 :4.61622974333933556  25503 :4.67665639210181006  25262 :8.28119754631183724  25023 :2.57026886806848331  
25265 :0.01342814416943876  25504 :4.88937040314950977  25263 :9.22696615497299177  25024 :2.57759331034272288  
25266 :8.66451002533036352  25505 :1.29856257820368048  25264 :7.77703176976836463  25025 :9.00265511032441168  
25267 :6.93472090823084208  25506 :2.54493850520340592  25265 :9.79369487594225951  25026 :3.91125217444380002  
25268 :4.66566972869045049  25507 :5.98467970824304984  25266 :7.56553849909970388  25027 :2.35572374645222338  
25269 :5.94500564592425285  25508 :6.62434766685995058  25267 :9.26328318124942740  25028 :5.25986510818811581  
25270 :6.69759208960234353  25509 :5.60167241431928442  25268 :9.74028748435926417  25029 :8.26380199591051934  
25271 :4.40198980681783514  25510 :2.28156376842555009  25269 :0.49470503860591447  25030 :3.08725241859187616  
25272 :0.25086214789269690  25511 :9.02981658375804841  25270 :1.60557878353221239  25031 :2.97585985900448602  
25273 :9.06399731437116607  25512 :2.71889400921658986  25271 :3.45194860683004245  25032 :8.79055146946623189  
25274 :7.26767784661397176  25513 :2.04443494979705198  25272 :1.02969450972014531  25033 :7.30460524307992820  
25275 :4.25366985076448856  25514 :4.69435712759788792  25273 :8.68129520554216150  25034 :8.27021088290047857  
25276 :7.43003631702627665  25515 :3.45103305154576256  25274 :8.04406872768334047  25035 :1.81768242439039285  
25277 :6.27277443769646315  25516 :5.27970213934751431  25275 :7.03756828516495236  25036 :2.74910733359782711  
25278 :5.69963682973723529  25517 :2.46528519547105329  25276 :2.69569994201483221  25037 :3.28714865565965741  
25279 :4.06567583239234587  25518 :9.86785485396893236  25277 :5.66148869289223899  25038 :0.84536271248512218  
25280 :6.10736411633655774  25519 :7.34702597125156398  25278 :9.15066988128299741  25039 :2.38135929441206073  
25281 :6.13391521958067543  25520 :1.43131809442426827  25279 :0.20538956877346110  25040 :1.89062166203802606  
25282 :1.79113132114627516  25521 :5.28336436048463387  25280 :6.04235969115268379  25041 :2.61238441114535958  
25283 :3.69945371868037975  25522 :1.03030487990966524  25281 :3.31064790795617547  25042 :0.50050355540635394  
25284 :1.28604998931852177  25523 :3.52092043824579592  25282 :3.07565538499099711  25043 :0.53010650959807126  
25285 :0.11963255714590899  25524 :9.56968901638843938  25283 :9.33347575304422072  25044 :2.39570299386577945  
25286 :1.06234931485946227  25525 :1.74993133335367901  25284 :3.87737662892544321  25045 :7.16849269081698015  
25287 :6.55110324411755762  25526 :0.80599383526108581  25285 :5.32120731223487020  25046 :1.47190771202734449  
25288 :4.31653798028504276  25527 :5.73473311563463284  25286 :5.09750663777581092  25047 :0.74037903988769194  
25289 :3.86272774437696453  25528 :5.60838648640400361  25287 :8.23999755851924220  25048 :8.12097537156285298  
25290 :6.00695822016052716  25529 :2.19885860774559783  25288 :1.76244392223883795  25049 :0.58290353099154635  
25291 :0.80141605883968625  25530 :7.46330149235511353  25289 :8.45057527390362218  25050 :8.79879146702475090  
25292 :4.14654988250373879  25531 :4.95651112399670435  25290 :8.87417218543046360  25051 :2.35236671040986378  
25293 :8.40601825006866576  25532 :9.23276467177343108  25291 :9.43510238959929204  25052 :6.84835352641376982  
25294 :7.34000671407208483  25533 :2.29560228278450884  25292 :9.26358836634418736  25053 :4.47065645313882865  
25295 :0.66805017242957854  25534 :1.16397595141453292  25293 :3.77330851161229264  25054 :4.56862086855677951  
25296 :8.57234412671285106  25535 :5.61143833735160413  25294 :7.69157994323557226  25055 :5.81926938688314443  
25297 :1.45176549577318648  25536 :0.14557329020050661  25295 :5.37034211249122606  25056 :6.53584398937955857  
25298 :5.24948881496627706  25537 :9.28800317392498620  25296 :1.19998779259620969  25057 :4.68550675984984899  
25299 :7.65282143620105604  25538 :0.21576586199530015  25297 :7.93084505752739055  25058 :4.17249061555833656  
25300 :5.48692281868953557  25539 :1.83202612384411134  25298 :5.71520126956999430  25059 :8.95748771629993534  
25301 :8.61415448469496781  25540 :4.32050538651692229  25299 :9.68871120334482860  25060 :1.56773583178197584  
25302 :0.64699240089114052  25541 :8.25556199835200033  25300 :8.89614551225318095  25061 :7.56920072023682344  
25303 :1.79143650624103512  25542 :7.32078005310220625  25301 :4.38001647999511690  25062 :2.54982146671956533  
25304 :4.13129062776573974  25543 :3.70769371623889876  25302 :9.23947874385815027  25063 :3.19620349742118615  
25305 :4.66566972869045049  25544 :0.25025177770317697  25303 :8.47407452620014112  25064 :9.00387585070345153  
25306 :6.41621143223364943  25545 :8.35963011566515135  25304 :1.42857142857142860  25065 :6.20166631061738904  
25307 :2.90719321268349251  25546 :5.82445753349406381  25305 :4.64491714224677299  25066 :0.44282357249671928  
25308 :6.34418774987029632  25547 :3.53495895260475468  25306 :7.93725394451734978  25067 :9.82940153202917521  
25309 :4.79018524735251905  25548 :5.19699697866756161  25307 :1.50212103640858174  25068 :4.82894375438703616  
25310 :8.66267891476180374  25549 :9.09451582384716417  25308 :6.87887203588976703  25069 :6.65150914029358820  
25311 :1.85674611651966925  25550 :5.96819971312601094  25309 :9.56541642506179990  25070 :0.64271980956450092  
25312 :7.81212805566576129  25551 :2.06732383190404967  25310 :6.11072115237891822  25071 :6.26270332956938347  
25313 :5.83086642048402393  25552 :1.44230475783562739  25311 :3.49070711386455867  25072 :0.20447401348918118  
25314 :7.96594134342478721  25553 :6.53553880428479861  25312 :3.58256782738731028  25073 :4.22559282204657105  
25315 :1.78258613849299596  25554 :1.13681447798089552  25313 :0.54811243018890954  25074 :4.24329355754264981  
25316 :9.31882686849574249  25555 :4.76516006958220117  25314 :3.94085512863551735  25075 :2.26599932859279152  
25317 :7.54173406170842586  25556 :2.53791924802392632  25315 :5.34775841547898789  25076 :7.71782586138492999  
25318 :0.62685018463698228  25557 :9.59074678792687685  25316 :1.37852107303079308  25077 :9.71892452772606674  
25319 :9.36246833704641901  25558 :4.11053804132206224  25317 :0.81606494338816493  25078 :6.88741721854304600  
25320 :7.99615466780602446  25559 :8.04620502334666021  25318 :8.73775444807275647  25079 :6.22211371196630747  
25321 :3.83648182622760725  25560 :9.55473494674520119  25319 :5.42313913388470148  25080 :7.63115329447309776  
25322 :9.92065187536240778  25561 :6.24958037049470505  25320 :2.86019470809045684  25081 :5.66423535874507866  
25323 :6.05883968626972269  25562 :3.31369975890377511  25321 :6.65883358256782731  25082 :5.01937925351725855  
25324 :8.57325968199713095  25563 :5.53483687856685069  25322 :6.19006927701651044  25083 :1.37730033265175322  
25325 :4.03942991424298814  25564 :7.33268227179784571  25323 :0.75838496047853021  25084 :4.13312173833429952  
25326 :7.34366893520920438  25565 :9.83458967864009459  25324 :4.62416455580309460  25085 :2.58369701223792214  
25327 :9.36948759422589816  25566 :9.06521805475020592  25325 :8.68190557573168142  25086 :2.13476973784600377  
25328 :4.62721640675069423  25567 :4.31257057405316324  25326 :1.61503952146977148  25087 :2.09082308420056773  
25329 :4.13434247871333937  25568 :0.73183385723441263  25327 :8.33643604846339237  25088 :1.58818323313089382  
25330 :3.86516922513504424  25569 :5.24857325968199717  25328 :8.52168340098269539  25089 :5.23667104098635861  
25331 :4.07757805108798443  25570 :9.82818079165013536  25329 :3.05703909421063891  25090 :5.02945036164433734  
25332 :9.83275856807153481  25571 :1.16824854274117262  25330 :1.20975371562852874  25091 :0.08545182653279214  
25333 :8.01599169896542207  25572 :0.88167973876155892  25331 :6.33106479079561790  25092 :0.78646198919644761  
25334 :1.17770928067873171  25573 :5.22843104342783871  25332 :2.90688802758873255  25093 :8.87203588976714386  
25335 :3.50138859218115783  25574 :8.46095156712546093  25333 :2.77382732627338502  25094 :0.05005035554063540  
25336 :9.21170690023499183  25575 :8.84792626728110676  25334 :3.29996642963957632  25095 :0.69704275643177582  
25337 :8.73836481826227640  25576 :1.43162327951902824  25335 :5.35752433851130672  25096 :5.19394512771996197  
25338 :2.94625690481276914  25577 :6.59138767662587366  25336 :3.88927884762108222  25097 :5.47502059999389612  
25339 :0.74434644611957157  25578 :8.46613971373638030  25337 :8.88668477431562209  25098 :9.34446241645558118  
25340 :0.38422803430280467  25579 :2.30323191015350792  25338 :9.58983123264259696  25099 :9.12533951841792046  
25341 :9.76683858760338097  25580 :4.79964598529007880  25339 :9.72350230414746619  25100 :7.20206305124057700  
25342 :6.05822931608020276  25581 :6.48792992950224345  25340 :6.58131656849879487  25101 :0.02075258644367809  
25343 :9.94476149784844488  25582 :0.23987548448133794  25341 :1.76671651356547743  25102 :7.11050752281258625  
25344 :4.81856746116519652  25583 :4.94491409039582486  25342 :6.41193884090700994  25103 :6.68233283486434537  
25345 :6.22547074800866707  25584 :8.42402417065950537  25343 :8.67702261421552201  25104 :4.37818536942655712  
25346 :1.87353129673146768  25585 :8.64986114078188351  25344 :6.34907071138645573  25105 :6.72292245246742137  
25347 :7.52616962187566774  25586 :7.32505264442884574  25345 :2.35236671040986378  25106 :5.84765160069582191  
25348 :9.07925656910916423  25587 :4.88906521805474981  25346 :5.97949156163212958  25107 :7.04428235724967156  
25349 :6.14947965941343444  25588 :1.01199377422406700  25347 :7.65770439771721545  25108 :5.71581163975951423  
25350 :7.47550889614551206  25589 :9.64140751365703252  25348 :0.06317331461531418  25109 :5.28183843501083405  
25351 :3.44737083040864301  25590 :2.65694143498031554  25349 :3.39762565996276722  25110 :2.60536515396588042  
25352 :6.07898190252388115  25591 :1.20975371562852874  25350 :7.63328959013641750  25111 :2.50007629627368999  
25353 :1.73436689352092044  25592 :8.79177220984527175  25351 :9.54680013428144214  25112 :7.88384655293435443  
25354 :6.91915646839808307  25593 :5.10788293099764967  25352 :7.34824671163060383  25113 :7.13766899624622297  
25355 :2.45246742149113439  25594 :4.81643116550187678  25353 :0.72267830439161351  25114 :5.23453474532303886  
25356 :6.32892849513229816  25595 :0.18799401837214272  25354 :9.09329508346812254  25115 :0.20203253273110142  
25357 :0.58503982665486620  25596 :1.75847651600695820  25355 :5.91662343211157538  25116 :1.47679067354350413  
25358 :2.48268074587237164  25597 :6.02801599169896551  25356 :1.83202612384411134  25117 :1.71727652821436205  
25359 :5.32059694204535027  25598 :4.27838984344004647  25357 :4.46546830652790927  25118 :8.63673818170720509  
25360 :9.18698690755943481  25599 :1.56132694479201639  25358 :7.70836512344737113  25119 :8.41639454329050629  
25361 :6.96737571337015904  25600 :9.92919705801568675  25359 :8.28180791650135895  25120 :7.26615192114017194  
25362 :5.91723380230109530  25601 :4.96200445570238369  25360 :2.39692373424481930  25121 :2.68776512955107272  
25363 :0.11597033600878934  25602 :9.66307565538499169  25361 :0.32837916196172978  25122 :1.01382488479262678  
25364 :4.10901211584826154  25603 :4.77523117770928085  25362 :1.70628986480300293  25123 :2.77138584551530487  
25365 :3.05612353892635902  25604 :9.58952604754783700  25363 :9.34720908230842085  25124 :2.44697408978545505  
25366 :9.69603564561906772  25605 :2.30170598467970811  25364 :4.42915128025147276  25125 :4.20300912503433288  
25367 :3.43821527756584366  25606 :3.98388622699667350  25365 :0.83193456831568346  25126 :0.11902218695638905  
25368 :1.89855647450178533  25607 :5.23056733909115845  25366 :1.44413586840418717  25127 :2.50984221930600926  
25369 :0.18768883327738273  25608 :9.54466383861812240  25367 :4.25946836756492786  25128 :6.89230018005920630  
25370 :8.26502273628955919  25609 :2.52143925290688786  25368 :1.06845301675466176  25129 :7.15598010193182166  
25371 :1.67119357890560627  25610 :0.89999084444715716  25369 :6.56239509262367626  25130 :9.50621051667836525  
25372 :5.95721304971465226  25611 :0.53712576677755064  25370 :0.65767387920773945  25131 :6.73726615192114053  
25373 :0.10803552354503006  25612 :7.36899929807428222  25371 :1.85735648670918918  25132 :9.39970091860713453  
25374 :9.29319132053590558  25613 :0.42725913266396071  25372 :4.45875423444319008  25133 :5.42710654011658100  
25375 :2.23578600421155427  25614 :0.96499526963103122  25373 :7.42210150456251760  25134 :4.77950376903592034  
25376 :3.53312784203619490  25615 :6.76076540421765770  25374 :7.71111178930021079  25135 :0.67171239356669821  
25377 :6.22333445234534732  25616 :5.65752128666035947  25375 :5.92028565324869493  25136 :3.94268623920407713  
25378 :4.92141483809930680  25617 :7.40775780510879844  25376 :6.99789422284615625  25137 :2.13568529313028366  
25379 :4.83596301156651531  25618 :7.87652211066011532  25377 :3.87981810968352292  25138 :9.84496597186193512  
25380 :6.97347941526535831  25619 :4.67390972624897039  25378 :6.84774315622424989  25139 :1.89611499374370562  
25381 :4.84908597064119373  25620 :8.27356791894283816  25379 :6.41895809808648909  25140 :5.92120120853297482  
25382 :3.01461836603900268  25621 :7.68272957548753332  25380 :2.58705404828028218  25141 :5.88946195867793776  
25383 :2.71217993713187067  25622 :4.72670674764244492  25381 :8.22199163792840437  25142 :3.15775017548142944  
25384 :4.97177037873470251  25623 :6.00726340525528713  25382 :9.44059572130497138  25143 :6.60542619098483197  
25385 :6.46229438154240565  25624 :6.60054322946867256  25383 :0.76601458784752952  25144 :8.41059602649006699  
25386 :8.40937528611102714  25625 :4.55488753929258117  25384 :7.88262581255531458  25145 :7.03390606402783281  
25387 :3.88927884762108222  25626 :0.25238807336649677  25385 :5.79943235572374682  25146 :3.97564622943815404  
25388 :3.82000183111056835  25627 :9.69786675618762750  25386 :5.24033326212347816  25147 :5.85863826410718058  
25389 :6.94936979277932032  25628 :5.79149754325998689  25387 :5.06546220282601389  25148 :8.41120639667958692  
25390 :4.16425061799981666  25629 :6.65822321237830739  25388 :3.54350413525803409  25149 :3.90331736198004098  
25391 :2.42805261391033644  25630 :5.08529923398541239  25389 :6.28101443525498215  25150 :8.60591448713644880  
25392 :8.65810113834040429  25631 :8.13959166234321074  25390 :3.62712485122226624  25151 :1.82714316232795193  
25393 :8.85677663502914569  25632 :1.01870784630878619  25391 :5.36210211493270705  25152 :3.10007019257179461  
25394 :2.81228064821314128  25633 :4.20941801202429300  25392 :5.48326059755241513  25153 :9.07010101626636533  
25395 :9.67406231879635037  25634 :8.00134281441694384  25393 :4.90127262184514922  25154 :6.65669728690450757  
25396 :4.72243415631580543  25635 :3.43333231604968425  25394 :4.86068300424207322  25155 :4.04675435651722726  
25397 :2.64137699514755697  25636 :3.72447889645069719  25395 :8.89309366130558132  25156 :6.08020264290292101  
25398 :7.60765404217657970  25637 :5.25681325724051618  25396 :6.11896114993743723  25157 :5.59434797204504530  
25399 :5.50767540513321308  25638 :2.17047639393292036  25397 :3.71135593737601877  25158 :7.28812524796288930  
25400 :8.59859004486220968  25639 :3.63780632953886540  25398 :1.32847071749015777  25159 :5.66576128421887848  
25401 :7.92077394940031088  25640 :7.87011322367015609  25399 :5.33585619678334933  25160 :3.62987151707510591  
